PRESSURE : psia                   0.000  DAYS

4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   

4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   

4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   

PRESSURE : psia                   1.000  DAYS

5332.751   4902.417   4804.922   4787.447   4784.701   4784.311   4784.259   4784.253   4784.252   4784.252   
4902.417   4819.597   4791.784   4785.576   4784.457   4784.281   4784.256   4784.252   4784.252   4784.252   
4804.922   4791.784   4786.112   4784.620   4784.314   4784.261   4784.253   4784.252   4784.252   4784.251   
4787.447   4785.576   4784.620   4784.332   4784.267   4784.254   4784.252   4784.251   4784.250   4784.249   
4784.701   4784.457   4784.314   4784.267   4784.255   4784.252   4784.251   4784.249   4784.242   4784.232   
